article_id,title,url,publisher,hostname,timestamp,category
562,China's Jan.-Feb. fixed-asset investment growth slows,http://www.shanghaidaily.com/article/article_xinhua.aspx\?id=206357,Shanghai Daily \(subscription\),www.shanghaidaily.com,1390000000000.0,0
4185,"Gold prices marginally weaker in Asia trade, await direction",http://www.nasdaq.com/article/gold-prices-marginally-weaker-in-asia-trade-await-direction-cm333561,NASDAQ,www.nasdaq.com,1390000000000.0,0
284,Sbarro Files for Chapter 11 Bankruptcy--Update,http://online.wsj.com/article/BT-CO-20140310-706767.html,Wall Street Journal,online.wsj.com,1390000000000.0,0
1477,Toyota Suspends India Output as Wage Impasse Disrupts Plants (1),http://www.businessweek.com/news/2014-03-16/toyota-suspends-india-output-as-wage-impasse-disrupts-factories,Businessweek,www.businessweek.com,1400000000000.0,0
4062,HK: Shares in biggest loss in 5 weeks after anemic China data,http://www.businesstimes.com.sg/breaking-news/stock-markets/hk-shares-biggest-loss-5-weeks-after-anemic-china-data-20140310,Business Times \(subscription\),www.businesstimes.com.sg,1390000000000.0,0
89,Global Growth Worries May Pressure Stocks,http://www.rttnews.com/2283409/global-growth-worries-may-pressure-stocks.aspx\?utm_source=google&amp;utm_campaign=sitemap,RTT News,www.rttnews.com,1390000000000.0,0
2995,Sbarro reportedly preparing for Ch. 11 bankruptcy,http://www.bizjournals.com/phoenix/morning_call/2014/03/sbarro-reportedly-preparing-for-ch-11bankruptcy.html,Phoenix Business Journal,www.bizjournals.com,1390000000000.0,0
2196,Bitcoin exchange Mt. Gox files for bankruptcy in the US,http://www.engadget.com/2014/03/10/mt-gox-us-bankruptcy/,Engadget,www.engadget.com,1390000000000.0,0
3702,Mt. Gox Users Now Able to Login and Check Wallet Balances,http://www.slyck.com/story2353_Mt_Gox_Users_Now_Able_to_Login_and_Check_Wallet_Balances_,Slyck,www.slyck.com,1400000000000.0,0
4335,US markets finish flat in lacklustre trade,http://www.abc.net.au/news/2014-03-13/us-markets-finish-flat-in-lacklustre-trade/5317530\?section=business,ABC Online,www.abc.net.au,1390000000000.0,0
808,"WORLD STOCK REPORT: Global stocks decline on sluggish Japan, China  ...",http://fxpips.com/world-stock-report-global-stocks-decline-on-sluggish-japan-china-report/,FxPips.com,fxpips.com,1390000000000.0,0
261,Rates Rise on Zillow Marketplace to Levels Not Seen Since Mid-January,http://nationalmortgageprofessional.com/news47527/Rates-Rise-Zillow-Marketplace-Levels-Not-Seen-Since-Mid-January,National Mortgage Professional Magazine,nationalmortgageprofessional.com,1390000000000.0,0
3939,"Metro-North worker, 58, killed by Hudson line train headed for Poughkeepsie",http://www.recordonline.com/apps/pbcs.dll/article\?AID=/20140310/BIZ22/140319993/-1/NEWS,Times Herald-Record,www.recordonline.com,1390000000000.0,0
2883,China CSI300 share index at 5-year closing low on slowdown fears,http://economictimes.indiatimes.com/markets/global-markets/china-csi300-share-index-at-5-year-closing-low-on-slowdown-fears/articleshow/31779434.cms,Economic Times,economictimes.indiatimes.com,1390000000000.0,0
3399,U.S. stocks open lower in cautious trade; Dow Jones down 0.38%,http://www.nasdaq.com/article/us-stocks-open-lower-in-cautious-trade-dow-jones-down-038-cm334607,NASDAQ,www.nasdaq.com,1390000000000.0,0
2426,Crude drops on soft Chinese trade figures,http://www.nasdaq.com/article/crude-drops-on-soft-chinese-trade-figures-cm333912,NASDAQ,www.nasdaq.com,1390000000000.0,0
4207,PHH Mortgage Mortgage Interest Rates Edge Down Thursday Mar 13,http://www.fidaily.com/phh-mortgage-mortgage-interest-rates-edge-down-thursday-mar-13/15362/shelly-thomas,Finance Daily,www.fidaily.com,1390000000000.0,0
697,Current Mortgage Rates: 30-Year Home Loans and Refinance Rates at Citi  ...,http://southerndailypress.com/current-mortgage-rates-30-year-home-loans-and-refinance-rates-at-citi-mortgage-for-march-11-17619.html,Southern Daily Press,southerndailypress.com,1390000000000.0,0
652,Unicredit posts 14 bn euro loss for 2013,http://digitaljournal.com/business/business/unicredit-posts-14-bn-euro-loss-for-2013/article/375691,DigitalJournal.com,digitaljournal.com,1390000000000.0,0
4297,More Bad Economic Data Out Of China,http://www.businessinsider.in/More-Bad-Economic-Data-Out-Of-China/articleshow/31939620.cms,Businessinsider India,www.businessinsider.in,1390000000000.0,0
248,US stocks dip on weak data from China,http://www.theage.com.au/business/markets/us-stocks-dip-on-weak-data-from-china-20140311-34igk.html,The Age,www.theage.com.au,1390000000000.0,0
275,Asian shares slip after weak data,http://www.sbs.com.au/news/article/2014/03/10/asian-shares-slip-after-weak-data,SBS,www.sbs.com.au,1390000000000.0,0
2115,"World stocks, copper and oil hit by weak China exports",http://www.bdlive.co.za/markets/2014/03/10/world-stocks-copper-and-oil-hit-by-weak-china-exports,BDlive,www.bdlive.co.za,1390000000000.0,0
1320,Candy Crush maker expected to command $7.6B in IPO,http://nypost.com/2014/03/12/candy-crush-expected-to-command-7-6b-in-ipo/,New York Post,nypost.com,1390000000000.0,0
